BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,PURCHASE_TO_LIMIT_RATIO,CASH_TO_PURCHASE_RATIO,PAYMENT_TO_MINIMUM_RATIO
7.636787979616954,0.875,0.0,0.0,0.0,7.932101784121888,0.0,0.0,0.0,0.25,1.3862943611198906,0.0,8.006700845440367,5.973744882038962,5.933781489490081,0.0,0.0,2784.274703,1.0381242255093999
3.739798042057795,0.454545,6.253828811575473,0.0,6.253828811575473,0.0,0.416667,0.0,0.333333,0.0,0.0,2.1972245773362196,7.824445930877619,5.543577188189688,4.306807558934665,0.25,0.2075169932027189,0.0,3.4309920589565785
7.59592621253726,1.0,6.225251258520672,5.117993812416755,5.827032023149767,0.0,0.666667,0.083333,0.583333,0.0,0.0,2.302585092994046,9.472781556562168,7.451147239761315,6.614207228607001,0.0,0.038793169756172606,0.0,2.3079485756824423
8.182830589190715,1.0,5.990564141864818,0.0,5.990564141864818,0.0,1.0,0.0,1.0,0.0,0.0,2.5649493574615367,8.294299608857235,6.96127752820317,9.430804286668868,0.0,0.0996350912271932,0.0,0.08454468288481604
7.609705937961825,1.0,5.179984179586172,0.0,5.179984179586172,0.0,0.666667,0.0,0.666667,0.0,0.0,2.1972245773362196,7.601402334583733,5.411952254970081,9.514753982813254,0.0,0.08829585207396302,0.0,0.016452552685808277
8.75943815450699,1.0,8.757933016248602,8.684577067845966,6.111267763047603,5.438202105731185,1.0,0.916667,1.0,0.333333,1.9459101490553132,4.532599493153256,9.328212292571072,7.639622591175338,7.415039685031398,0.0,0.5652786418984979,0.03600535218795935,1.2511983605004426
4.892919056208852,0.636364,6.705516688347823,0.0,6.705516688347823,0.0,1.0,0.0,1.0,0.0,0.0,2.8903717578961645,7.496097345175956,7.766683793755752,4.469688939347446,0.0,0.45302609661299276,0.0,27.0198329193345
8.24305929376845,0.818182,8.354521309045298,8.147739807003912,6.67807792881693,8.984119042407901,1.0,0.083333,0.916667,0.333333,2.6390573296152584,2.6390573296152584,9.105090961257085,9.156944219921918,7.262927662141595,0.0,0.47198644595045,1.8766201009566168,6.645308171060545
8.588503336828897,1.0,0.0,0.0,0.0,6.684549054454003,0.0,0.0,0.0,0.363636,1.6094379124341003,0.0,8.699681400989514,7.261033154311494,7.413369070916895,0.0,0.0,798.949863,0.8580966455102238
5.140386009793119,1.0,5.992963423231718,0.0,5.992963423231718,0.0,1.0,0.0,1.0,0.0,0.0,2.5649493574615367,8.006700845440367,5.3766947283025095,5.099900183352035,0.0,0.13315561479506832,0.0,1.312798014330443
7.388307599631616,1.0,4.634728988229636,4.634728988229636,0.0,5.504682890648139,0.166667,0.166667,0.0,0.25,1.791759469228055,1.0986122886681098,7.438971592395862,6.792545131234186,6.879544273324582,0.0,0.059964726631393295,2.377092087378641,0.9156492693549493
4.841781178834473,1.0,5.456516981221582,0.0,5.456516981221582,0.0,1.0,0.0,1.0,0.0,0.0,2.5649493574615367,6.90875477931522,5.341250962068848,5.110473503852051,0.0,0.23304695304695305,0.0,1.2535456738307138
8.87540796129427,1.0,5.961134197300148,5.325689313343887,5.212214667494625,7.7129558941159795,0.666667,0.166667,0.416667,0.833333,2.833213344056216,2.1972245773362196,9.259225769705994,7.379287955514028,7.408440468896529,0.0,0.036858394438624896,5.762518384228836,0.9706622065395837
3.1382508477086843,1.0,4.61512051684126,0.0,4.61512051684126,0.0,0.416667,0.0,0.416667,0.0,0.0,1.791759469228055,8.839421607620602,5.086161806788292,5.079442454117678,0.0,0.014490653528474133,0.0,1.0005186003010798
9.40403204003681,1.0,8.019287083467484,6.921855403360919,7.613724899561967,8.066076727735902,1.0,0.166667,1.0,0.5,2.3978952727983707,4.174387269895637,9.472781556562168,8.350270105136044,8.099558846593096,0.0,0.2336751019152373,1.0475724992678537,1.2846353425237782
7.05899314124371,1.0,7.206903859042666,5.993961427306569,6.855103167083238,5.175108258224256,1.0,0.083333,1.0,0.166667,1.0986122886681098,3.828641396489095,8.699681400989514,6.472343665440258,5.5523741073615245,0.0,0.22458090318280288,0.13035845734071816,2.5053357645289367
8.81489832435355,1.0,5.786743995370548,5.786743995370548,0.0,7.08215701747797,0.083333,0.083333,0.0,0.166667,1.3862943611198906,1.3862943611198906,9.259225769705994,7.45072986762036,7.82713936789029,0.0,0.030944671936006092,3.6494362724344223,0.6859224621930774
4.841509907585915,1.0,6.458009075556836,6.458009075556836,0.0,0.0,0.916667,0.916667,0.0,0.0,0.0,2.4849066497880004,7.0909098220799835,6.050793496962728,5.2847349669616435,0.3,0.5302164862614488,0.0,2.146201978759605
8.16567680947387,0.727273,6.30678610536318,0.0,6.30678610536318,0.0,1.0,0.0,1.0,0.0,0.0,2.70805020110221,9.305741456739435,9.07527727374647,9.790518068068778,0.0,0.04974820470866285,0.0,0.4890183514059356
7.412975691461382,1.0,0.0,0.0,0.0,4.6078103676392335,0.0,0.0,0.0,0.083333,0.6931471805599453,0.0,7.496097345175956,5.865051186791171,6.454521149985232,0.0,0.0,99.264367,0.5530477839575864
8.913022280658046,1.0,0.0,0.0,0.0,9.090923194512087,0.0,0.0,0.0,0.727273,2.4849066497880004,0.0,9.105090961257085,7.400841445464237,7.594805716113981,0.0,0.0,8873.375046,0.8231842758728735
8.306096985533877,1.0,7.775506815191631,7.404382581948235,6.605811997178087,7.43759551434736,0.75,0.5,0.75,0.333333,2.0794415416798357,3.7376696182833684,8.517393171418904,7.389498735985844,7.340927381943288,0.0,0.4760147970405919,0.7128386559173647,1.0491218256186015
8.743598321036485,1.0,5.3230099791384085,5.3230099791384085,0.0,7.981630740265749,0.083333,0.083333,0.0,0.333333,2.5649493574615367,1.0986122886681098,9.105090961257085,7.121342643846067,7.625794485906742,0.0,0.02266414842795245,14.271706643902439,0.6033487748732826
7.253188835622875,0.454545,6.871340226280088,6.871340226280088,0.0,8.728212804225999,0.083333,0.083333,0.0,0.333333,1.9459101490553132,1.9459101490553132,8.922791623969637,9.907084846508704,6.580568378887042,0.333333,0.1284148780162645,6.402641330996433,27.839799843812806
6.4989563348130215,0.727273,0.0,0.0,0.0,8.050085822835518,0.0,0.0,0.0,0.25,1.3862943611198906,0.0,7.496097345175956,8.028800011722797,5.650147651555028,0.166667,0.0,3133.063934,10.78683455616697
6.666816530684591,0.909091,7.331446609113647,6.668609370190421,6.608391911756496,7.691391768051934,0.583333,0.416667,0.333333,0.25,2.4849066497880004,3.332204510175204,8.006700845440367,7.141490275195939,5.897545922641265,0.111111,0.508693768743752,1.432596185494799,3.46652436312776
8.320134161099263,1.0,5.322131544647291,5.322131544647291,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,0.6931471805599453,8.412054873292933,6.767659847255586,7.4967993979574,0.0,0.04528327038435903,0.0,0.4817689693808991
7.216520318304293,1.0,0.0,0.0,0.0,7.3015438765324925,0.0,0.0,0.0,0.083333,0.6931471805599453,0.0,7.313886831633462,5.938312228436658,5.7756507455504975,0.0,0.0,1481.587093,1.1735361317853972
8.578654280990072,1.0,7.330693505801399,6.154433375386121,6.962849341291709,0.0,1.0,0.333333,1.0,0.0,0.0,3.044522437723423,9.04793908261736,7.266367396088755,7.185171022558634,0.0,0.17944241853899542,0.0,1.0838261198107848
7.715708484295577,1.0,6.082218910376446,4.584967478670572,5.831882477283517,5.223856135082514,0.333333,0.083333,0.333333,0.166667,1.0986122886681098,1.791759469228055,7.783640596221253,0.0,5.747301459426504,0.0,0.18200749687630155,0.4215723561643836,0.0
6.1642557275430345,0.5,4.707185111394821,0.0,4.707185111394821,6.92230841846234,0.375,0.0,0.25,0.125,0.6931471805599453,1.3862943611198906,7.438971592395862,5.1762232044509755,4.99856130935223,0.0,0.06451499118165785,9.153508687014629,1.1876737654260674
8.271576816437468,1.0,0.0,0.0,0.0,7.591797737565931,0.0,0.0,0.0,0.5,2.0794415416798357,0.0,8.343077871169383,0.0,5.747301459426504,0.0,0.0,1980.873201,0.0
5.441842562471876,1.0,7.77971787700675,7.24703072579297,6.896360605568251,0.0,1.0,0.666667,1.0,0.0,0.0,4.477336814478207,8.101980731853192,7.841867680880996,5.1742146694558455,0.916667,0.7242047864283551,0.0,14.400457828573401
6.762509636519377,1.0,6.2314652154886145,6.2314652154886145,0.0,6.545489246856135,0.166667,0.166667,0.0,0.083333,1.0986122886681098,1.3862943611198906,8.294299608857235,6.37819941940262,5.661044475632165,0.083333,0.12684328917770557,1.3669560648967551,2.045117658012593
8.50356714851695,1.0,6.805080043618763,6.4724544803023925,5.546543698229709,9.051537894261187,0.625,0.375,0.25,0.875,3.6375861597263857,2.302585092994046,9.392745258631441,9.001382889138817,6.921082042868441,0.0,0.07511207399383385,9.453080177744289,8.005890629543774
6.98461313423923,1.0,8.042008161870061,7.706495948059624,6.787968988149286,0.0,0.666667,0.583333,0.5,0.0,0.0,2.9444389791664403,7.824445930877619,7.244819012063394,7.187994674045495,0.0,1.242642942822871,0.0,1.057714258317854
7.356714711115268,1.0,0.0,0.0,0.0,5.775666250117309,0.0,0.0,0.0,0.25,1.3862943611198906,0.0,8.160803920954665,6.540777844746521,6.3672981411811636,0.0,0.0,321.359135,1.1877197537103974
6.143486153494597,0.888889,7.590963228627309,7.590963228627309,0.0,7.591995663032507,0.666667,0.666667,0.0,0.111111,0.6931471805599453,2.4849066497880004,8.006700845440367,8.042716450145122,4.893697583551904,0.2,0.6595201599466844,1.000527973154498,23.30568635390002
2.0360794749475026,0.636364,5.739792912179234,0.0,5.739792912179234,0.0,0.666667,0.0,0.666667,0.0,0.0,2.1972245773362196,6.90875477931522,6.035521534591471,5.747301459426504,0.0,0.3096903096903097,0.0,1.3308594820247157
7.180066815653793,1.0,7.158436173289435,7.158436173289435,0.0,0.0,0.25,0.25,0.0,0.0,0.0,1.9459101490553132,8.699681400989514,0.0,5.747301459426504,0.0,0.21394767538743545,0.0,0.0
8.195945551115749,1.0,5.750252489041052,5.750252489041052,0.0,6.506484476961441,0.25,0.25,0.0,0.416667,1.791759469228055,1.6094379124341003,8.294299608857235,0.0,5.747301459426504,0.0,0.07829792551862035,2.1270523530721994,0.0
7.777931129105488,1.0,8.55998827810926,8.474304479372497,6.06269158764624,0.0,0.916667,0.916667,0.5,0.0,0.0,3.7612001156935624,8.922791623969637,8.644658907237051,7.179700330020578,0.083333,0.6955899213438208,0.0,4.326602089001234
8.287059960355426,1.0,0.0,0.0,0.0,5.418654989798585,0.0,0.0,0.0,0.181818,1.3862943611198906,0.0,8.294299608857235,6.64110217698512,7.3785162732295815,0.0,0.0,224.575517,0.4777247559429259
8.611576407176658,1.0,5.438079308923196,0.0,5.438079308923196,6.878935275721404,0.416667,0.0,0.333333,0.333333,1.6094379124341003,1.9459101490553132,8.699681400989514,7.655180879929307,7.547515485462326,0.0,0.03816030661556407,4.219962313043478,1.1131476223242212
7.539087709835567,0.727273,4.736198448394496,4.736198448394496,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,1.0986122886681098,8.77971129020447,8.16356689875695,6.308291202529203,0.0,0.01738194123980926,0.0,6.391639518105578
7.350383665303308,1.0,4.207673247529104,4.207673247529104,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,0.6931471805599453,7.3783837129967145,5.826246864544016,6.731275434910505,0.0,0.04134915677701437,0.0,0.40333731697792136
6.6977537147139135,0.909091,0.0,0.0,0.0,8.248181724327607,0.0,0.0,0.0,0.545455,2.0794415416798357,0.0,8.33110454805304,8.383238543060216,5.491601064749435,0.090909,0.0,3819.672466,18.01867615146543
2.0983069652318713,0.090909,6.734591659972948,6.734591659972948,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,0.6931471805599453,7.3783837129967145,0.0,5.747301459426504,0.0,0.5246720799500312,0.0,0.0
7.562622442395542,1.0,7.54361227231452,0.0,7.54361227231452,7.382092859951851,1.0,0.0,1.0,0.083333,1.6094379124341003,4.127134385045092,7.523481312573497,8.213123166480717,8.091932469749297,0.083333,1.0197947055645598,0.8503205327643171,1.1285341601179921
7.472534847055442,1.0,6.024246305382325,5.787541345756266,4.478699521934143,0.0,0.583333,0.333333,0.166667,0.0,0.0,2.4849066497880004,7.496097345175956,6.657306880160869,6.801177849852037,0.0,0.22894503053858967,0.0,0.8648870169708306
6.698079941478827,0.875,0.0,0.0,0.0,6.812811001027565,0.0,0.0,0.0,0.125,0.6931471805599453,0.0,7.313886831633462,4.990941090122055,5.195245856893709,0.0,0.0,908.423608,0.8096710298216432
7.363472991848201,1.0,0.0,0.0,0.0,5.950404365369237,0.0,0.0,0.0,0.416667,1.9459101490553132,0.0,7.824445930877619,6.293460359333536,5.868968621963989,0.0,0.0,382.908547,1.5259873972644424
8.291928286371425,1.0,5.577841251298354,5.25540986553676,4.302712827954156,0.0,0.666667,0.083333,0.583333,0.0,0.0,2.1972245773362196,8.699681400989514,8.836059376373083,6.91035925170048,0.083333,0.043909348441926344,0.0,6.858952405701755
7.438639665474121,1.0,7.21868257559943,7.21868257559943,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,1.6094379124341003,7.438971592395862,7.393150071761594,6.829259398021747,0.0,0.8016990005878895,0.0,1.7564154043855134
8.610443746922588,1.0,6.040492778175336,0.0,6.040492778175336,6.439988164471771,0.916667,0.0,0.833333,0.333333,1.6094379124341003,2.4849066497880004,8.740496729931813,7.1617887144105605,7.687943025605707,0.0,0.06704527275635899,1.4886917067364913,0.590414599384718
8.00350420079196,0.909091,8.417211517152742,7.417634455007731,7.9586398388963815,10.214549880228592,0.666667,0.5,0.583333,0.833333,3.332204510175204,3.5263605246161616,8.853808274977197,10.248271382681262,7.0103396674623175,0.454545,0.646089130124268,6.033345879003684,25.480062813741107
6.487703820419449,1.0,0.0,0.0,0.0,7.296650461658413,0.0,0.0,0.0,0.125,1.3862943611198906,0.0,8.853808274977197,6.815045498706368,4.955708691441334,0.25,0.0,1474.349901,6.412434921082526
7.501066886022223,1.0,6.572142672772806,6.2227349856338,5.355736857415523,0.0,0.5,0.1,0.4,0.0,0.0,2.1972245773362196,7.719129840906732,6.791241033321197,6.435761985266166,0.0,0.3171479342514438,0.0,1.4252608403888936
6.2791488389323,0.909091,6.675747556729456,6.24928001995347,5.621487231929371,0.0,0.272727,0.090909,0.181818,0.0,0.0,2.0794415416798357,8.699681400989514,7.174860061724275,5.173379480888368,0.0,0.1319680053324446,0.0,7.394338906279623
8.676149498383959,1.0,6.333048695615371,5.523458920524919,5.74738460102608,0.0,0.833333,0.166667,0.75,0.0,0.0,2.70805020110221,8.699681400989514,7.596414904511969,7.678987070163475,0.0,0.09362939510081653,0.0,0.9202825462131375
7.45508935392666,1.0,6.408709993751677,6.408709993751677,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.8903717578961645,9.305741456739435,7.993255493563906,6.437202687884413,0.0,0.05509590037269339,0.0,4.738473397671544
6.362699910035696,1.0,5.771441123130016,0.0,5.771441123130016,0.0,0.75,0.0,0.666667,0.0,0.0,2.1972245773362196,7.313886831633462,7.272336285780348,5.253249611110729,0.0,0.21319120586275817,0.0,7.526212640008939
7.095658461149205,1.0,0.0,0.0,0.0,3.6718808174590887,0.0,0.0,0.0,0.083333,0.6931471805599453,0.0,7.0909098220799835,3.410443537249367,9.017203056528027,0.0,0.0,38.325801,0.003551647289857455
8.794039869027245,1.0,5.965274564017741,5.965274564017741,0.0,8.438784972903889,0.583333,0.583333,0.0,0.416667,2.0794415416798357,2.0794415416798357,8.853808274977197,7.393621869780999,7.825805398226253,0.0,0.05551492643908013,11.861455063388595,0.6486909423667125
2.910041642177587,0.909091,5.504721593857949,3.718680945350726,5.326127067187304,0.0,0.666667,0.166667,0.583333,0.0,0.0,2.6390573296152584,8.517393171418904,5.882770932843391,4.808302162738161,0.181818,0.04896020795840832,0.0,2.920275108882044
4.413824566542096,0.272727,0.0,0.0,0.0,8.001790443916308,0.0,0.0,0.0,0.166667,1.791759469228055,0.0,9.15915233520675,4.767025675958524,5.110131464042561,0.0,0.0,2985.300006,0.7035278548162358
1.5657597596409527,0.636364,4.898212864681969,3.374168709274236,4.662022997580874,0.0,0.416667,0.166667,0.25,0.0,0.0,1.791759469228055,9.392745258631441,5.352111333645686,4.6104933428158,0.444444,0.01108657611865678,0.0,2.0893825540252733
3.7719429024452684,0.545455,5.983936280687191,0.0,5.983936280687191,0.0,0.5,0.0,0.416667,0.0,0.0,2.5649493574615367,7.0909098220799835,6.588384644386054,4.954484283243715,1.0,0.32972522897585343,0.0,5.1167688298129965
7.568566484814462,1.0,8.500372513685894,8.41545721030093,5.9946095962520545,5.686449089071931,1.0,1.0,0.333333,0.083333,0.6931471805599453,3.9318256327243257,9.105090961257085,8.501483822284888,6.3898323387442435,0.0,0.5461170981002111,0.05976585282512305,8.260195836056466
4.912045891513179,1.0,7.129938369201223,7.129938369201223,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.1354942159291497,9.711176264112805,7.151665256518504,5.149569003726273,1.0,0.07561965941458093,0.0,7.398759769747696
8.863750175033168,1.0,7.380741954517848,7.2766532168425835,5.072921280180533,8.635332438466254,1.0,0.833333,1.0,0.75,3.1780538303479458,3.1780538303479458,9.305741456739435,8.431825676435697,7.537570137587036,0.0,0.14578492864285064,3.505779013945837,2.4449818306437523
9.00972259112514,1.0,7.7226819431957,7.185220335023318,6.846124526185636,8.566407824343202,1.0,0.75,1.0,0.75,3.091042453358316,4.110873864173311,9.510519035757246,8.01386467597063,7.63799665412199,0.0,0.16724761128805277,2.3245709111513446,1.4557731345713487
8.30358049140179,1.0,3.828641396489095,3.828641396489095,0.0,4.656225059955752,0.083333,0.083333,0.0,0.083333,0.6931471805599453,0.6931471805599453,8.412054873292933,6.979931637127268,6.877235518117718,0.0,0.009997778271495223,2.266044869565217,1.107123620521496
8.717889111578424,1.0,0.0,0.0,0.0,7.9077450108774645,0.0,0.0,0.0,0.416667,2.70805020110221,0.0,8.77971129020447,7.315355194100754,7.960456369727599,0.0,0.0,2717.253917,0.524260467919378
9.146575428243775,1.0,8.537205600628221,7.046499312159118,8.282290774835944,5.918187144935499,1.0,0.25,0.916667,0.083333,0.6931471805599453,3.8501476017100584,9.105090961257085,8.765691979834259,9.192995345250297,0.0,0.5666114876124875,0.07267831984269967,0.6521638977386713
7.589845096604949,1.0,6.940261190538396,5.4289069362516384,6.692257424693476,8.374919519497766,0.909091,0.090909,0.818182,0.545455,3.091042453358316,2.8903717578961645,8.294299608857235,8.025328328911934,6.815319242368355,0.090909,0.25794551362159457,4.197242340083637,3.3524182812903733
7.187261076612361,1.0,3.8426729272933526,3.8426729272933526,0.0,6.207901527566484,0.083333,0.083333,0.0,0.083333,0.6931471805599453,0.6931471805599453,7.496097345175956,6.0909488191647725,5.747992757638404,0.0,0.0253470294280955,10.625036098606646,1.4059176707372159
7.176803189581028,1.0,6.007829901194246,6.007829901194246,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,1.0986122886681098,7.783640596221253,0.0,5.747301459426504,0.0,0.1689296126613911,0.0,0.0
7.753832008950124,1.0,5.367563539284851,5.367563539284851,0.0,0.0,0.25,0.25,0.0,0.0,0.0,1.3862943611198906,7.783640596221253,0.0,5.747301459426504,0.0,0.08885464389837568,0.0,0.0
7.0394700442879845,1.0,0.0,0.0,0.0,4.800843148105448,0.0,0.0,0.0,0.083333,0.6931471805599453,0.0,7.0909098220799835,5.029284648786022,7.9749150026881575,0.0,0.0,120.612912,0.05222492820977876
7.39077119748822,1.0,6.607244604091484,6.607244604091484,0.0,0.0,0.666667,0.666667,0.0,0.0,0.0,2.4849066497880004,8.699681400989514,6.035788878081494,5.966501847859993,0.0,0.12321946342276288,0.0,1.0691805956703322
8.162422522052372,1.0,0.0,0.0,0.0,7.447159207954665,0.0,0.0,0.0,0.5,1.9459101490553132,0.0,8.294299608857235,0.0,5.747301459426504,0.0,0.0,1713.984305,0.0
1.7418758824899843,0.363636,4.382026634673881,0.0,4.382026634673881,0.0,0.25,0.0,0.166667,0.0,0.0,1.3862943611198906,8.853808274977197,5.388250378901539,4.810403950253194,1.0,0.011284102271104128,0.0,1.7740516392553731
0.0,0.0,0.0,0.0,0.0,4.509198831656053,0.0,0.0,0.0,0.142857,0.6931471805599453,0.0,8.006700845440367,4.934628079522907,5.747301459426504,0.0,0.0,89.849004,0.4404789986257497
1.770856686983286,0.666667,3.044522437723423,3.044522437723423,0.0,0.0,0.111111,0.111111,0.0,0.0,0.0,0.6931471805599453,7.313886831633462,3.3137465990571076,4.125739493280924,0.0,0.013324450366422385,0.0,0.4278208477600964
3.1943540486844593,0.272727,7.205843024147799,0.0,7.205843024147799,0.0,1.0,0.0,1.0,0.0,0.0,2.5649493574615367,7.601402334583733,6.5696905892803015,4.021624395851061,0.0,0.6728035982008995,0.0,12.764437426669147
8.172108509287602,1.0,7.946192844614177,7.340452860931516,7.158039176448519,0.0,0.916667,0.916667,0.833333,0.0,0.0,4.330733340286331,8.648396877031582,9.124105606000684,7.651973899621786,0.083333,0.495316611120856,0.0,4.3580412168257165
0.4850400140718488,0.090909,5.9686052529619,0.0,5.9686052529619,0.0,1.0,0.0,1.0,0.0,0.0,3.4657359027997265,8.412054873292933,0.0,5.747301459426504,0.0,0.08663852477227282,0.0,0.0
6.76049855778668,1.0,0.0,0.0,0.0,6.825796358628536,0.0,0.0,0.0,0.083333,0.6931471805599453,0.0,8.294299608857235,7.7132888505828285,5.374482526239719,0.083333,0.0,920.309805,10.36421881059653
7.800794984990287,1.0,6.695798917058491,6.695798917058491,0.0,6.867825868282063,0.25,0.25,0.0,0.333333,1.9459101490553132,1.6094379124341003,8.294299608857235,6.279912012197073,6.935347099439079,0.0,0.20194951262184455,1.1864737490729296,0.5182433237740959
6.01531867412121,1.0,6.848684449405085,0.0,6.848684449405085,0.0,1.0,0.0,1.0,0.0,0.0,2.5649493574615367,7.824445930877619,7.001964325488924,5.179593541613167,0.083333,0.3765053978408637,0.0,6.180877656489037
8.514670172078025,1.0,0.0,0.0,0.0,8.60162028523746,0.0,0.0,0.0,0.583333,3.713572066704308,0.0,8.987321812850125,7.1249113603194285,7.272558726243694,0.0,0.0,5439.467563,0.8620409580589063
7.128996668733569,1.0,6.0513830373192254,5.185372607531902,5.509631222108668,6.0244133685803405,0.666667,0.166667,0.5,0.083333,1.0986122886681098,2.3978952727983707,7.601402334583733,6.359661015394023,6.213338130354008,0.0,0.21174412793603198,0.9710361619967036,1.1555673481667341
8.801650316962302,1.0,8.407322520280525,7.909338912111957,7.472023086617956,8.882741562496024,1.0,0.916667,1.0,0.583333,3.091042453358316,4.174387269895637,9.105090961257085,9.292744278439896,7.812204708947772,0.083333,0.49758360182201977,1.6084649377755456,4.394911855299335
5.057625445563613,0.818182,7.2121912183324675,6.374394297410881,6.64668917154408,0.0,0.916667,0.333333,0.833333,0.0,0.0,3.5553480614894135,8.612685172875459,6.756905274926475,4.694278693295283,0.0,0.24629340119978185,0.0,7.857457515499438
8.129867927770311,1.0,0.0,0.0,0.0,6.917060522603349,0.0,0.0,0.0,0.083333,1.0986122886681098,0.0,8.343077871169383,0.0,5.747301459426504,0.0,0.0,1008.348672,0.0
